1 input_1v1.asc 1 Missile against 1 target ' Missile ' Jan 10 2025 22:14:03
  0  0 50
time,lconv,vmach,pdynmc,psiblx,thtblx,phiblx,alppx,phipx,alphax,betax,ppx,qqx,rrx,SBEL1,SBEL2,SBEL3,dvbe,hbe,psivlx,thtvlx,anx,ayx,dts,thrust,gavail,gmax,trcond,dbt,thtpbx,psipbx,all,ann,dtbc,dvtbc,psiobcx,thtobcx,range,azimuthx,elevationx,dpx,dqx,drx,miss,MISS1,MISS2,MISS3,psiptx,thtptx,critmax,
2.95,0,3.85609,611058,3.99323,-22.4779,-0.542158,1.9278,-165.9,-1.86977,-0.469548,0.887112,-1.21683,0.282968,2349.37,97.2783,-4374.98,1245.67,4374.98,3.47273,-20.6125,-3.52198,0.888691,9488.6,0,46.2082,50,0,7321.37,0,0,0,0,7322.04,1481.35,-0.591146,3.55183,7321.37,2.98127,-18.9321,0.0139007,0.213528,-0.0784285,0,0,0,0,0,0,200,
3,0,3.83318,605559,4.00985,-22.5417,-0.509431,1.9026,-165.745,-1.84406,-0.468416,0.680932,-1.32096,0.303946,2407.38,100.808,-4353.07,1238.61,4353.07,3.49162,-20.7015,-3.45601,0.881882,9476.41,0,46.2747,50,0,7247.48,0,0,0,0,7248.15,1474.22,-0.603911,3.59808,7247.48,2.97027,-18.9494,0.0134592,0.212963,-0.0788218,0,0,0,0,0,0,200,
3.05,0,3.81046,600121,4.02708,-22.6082,-0.485307,1.88091,-165.603,-1.82189,-0.467577,0.556919,-1.33743,0.308065,2465.02,104.335,-4331.19,1231.61,4331.19,3.51048,-20.79,-3.39585,0.875341,9464.22,0,46.334,50,0,7173.96,0,0,0,0,7174.62,1467.14,-0.616784,3.6475,7173.96,2.95871,-18.9663,0.0131055,0.214375,-0.0796692,0,0,0,0,0,0,200,
3.1,0,3.78793,594745,4.04424,-22.6742,-0.465702,1.85938,-165.466,-1.79992,-0.466557,0.497588,-1.29895,0.301045,2522.31,107.858,-4309.35,1224.65,4309.35,3.52929,-20.8778,-3.33655,0.868554,9452.04,0,46.3927,50,0,7100.79,0,0,0,0,7101.43,1460.12,-0.62939,3.69679,7100.79,2.94656,-18.9828,0.0127283,0.215638,-0.0803788,0,0,0,0,0,0,200,
3.15,0,3.76557,589428,4.06074,-22.7375,-0.44774,1.83568,-165.326,-1.77585,-0.464935,0.480617,-1.23117,0.28683,2579.23,111.379,-4287.55,1217.76,4287.55,3.54805,-20.965,-3.27313,0.860512,9439.86,0,46.4552,50,0,7027.97,0,0,0,0,7028.6,1453.15,-0.641369,3.7436,7027.97,2.93381,-18.999,0.0122958,0.217486,-0.0812019,0,0,0,0,0,0,200,
3.2,0,3.7434,584171,4.07641,-22.7973,-0.429698,1.8093,-165.183,-1.74917,-0.462637,0.485842,-1.16381,0.272345,2635.8,114.895,-4265.78,1210.92,4265.78,3.56671,-21.0514,-3.20531,0.851245,9427.67,0,46.5224,50,0,6955.5,0.301745,-0.0818762,0,0,6956.12,1446.24,-0.652671,3.78732,6955.5,2.92046,-19.0149,0.0117956,0.219045,-0.0819143,0,0,0,0,0,0,200,
3.25,0,3.7214,578972,4.09128,-22.8539,-0.410926,1.78055,-165.035,-1.7202,-0.459723,0.49616,-1.10503,0.259062,2692.02,118.409,-4244.05,1204.13,4244.05,3.58526,-21.1369,-3.13373,0.840865,9415.5,0,46.5938,50,0,6883.38,1.8,-0.497057,0,0,6883.98,1439.37,-0.663353,3.82814,6883.38,2.90648,-19.0305,0.0112499,0.220349,-0.0825548,0,0,0,0,0,0,200,
3.3,0,3.69959,573830,4.10549,-22.908,-0.391456,1.75018,-164.884,-1.68966,-0.456345,0.502699,-1.06287,0.249573,2747.9,121.919,-4222.36,1197.39,4222.36,3.60366,-21.2214,-3.05996,0.829708,9403.32,0,46.6678,50,0,6811.6,2.96546,-0.830365,0,0,6812.18,1432.56,-0.673548,3.86672,6811.6,2.89186,-19.0458,0.0106825,0.221251,-0.0830947,0,0,0,0,0,0,200,
3.35,0,3.67795,568746,4.11924,-22.9603,-0.371682,1.71905,-164.73,-1.65839,-0.452691,0.501165,-1.03444,0.243369,2803.42,125.425,-4200.71,1190.71,4200.71,3.62189,-21.3048,-2.98566,0.818155,9391.15,0,46.7426,50,0,6740.16,3.55817,-1.01048,0,0,6740.72,1425.81,-0.683418,3.90386,6740.16,2.87658,-19.0607,0.0101179,0.221727,-0.0835307,0,0,0,0,0,0,200,
3.4,0,3.65648,563717,4.13271,-23.0115,-0.352078,1.6878,-164.573,-1.62702,-0.448912,0.491936,-1.01684,0.240106,2858.61,128.927,-4179.1,1184.08,4179.1,3.63996,-21.3872,-2.91195,0.806481,9378.98,0,46.8172,50,0,6669.06,3.82959,-1.1036,0,0,6669.6,1419.1,-0.693089,3.94015,6669.06,2.86063,-19.0753,0.00957231,0.221872,-0.0838944,0,0,0,0,0,0,200,
3.45,0,3.63519,558743,4.13283,-23.0356,-0.327713,1.6263,-164.582,-1.5678,-0.432315,0.51242,3.72179,-1.92888,2913.46,132.425,-4157.53,1177.5,4157.53,3.66105,-21.4749,-3.26906,0.995008,9366.81,0,46.948,50,0,6598.3,3.93576,-1.14555,-5.09535,8.01629,6641.24,1416.43,-0.696926,3.95453,6598.3,2.84399,-19.0896,0.00903113,-0.49634,0.251001,0,0,0,0,0,0,200,
3.5,0,3.61406,553824,3.5217,-21.9309,-0,0.406382,159.439,-0.380495,0.142724,2.30974,38.2931,-20.7066,2967.96,135.932,-4135.98,1170.97,4135.98,3.69962,-21.5892,-0.791575,-0.0732942,9354.65,0,49.2411,50,0,6527.87,2.84473,-0.613596,-3.01659,-0.764878,6641.24,1416.43,-0.696926,3.95453,6527.87,2.82652,-19.1033,-0.000720918,-0.0588341,0.260458,0,0,0,0,0,0,200,
3.55,0,3.59308,548950,2.5237,-20.6643,0.369382,1.36802,50.2282,0.875264,1.05142,-1.13532,0.654315,-11.1033,3022.14,139.424,-4114.5,1164.48,4114.5,3.65998,-21.5432,2.46023,-2.2048,9342.49,0,47.4551,50,0,6457.77,1.56476,0.307138,-1.86911,-2.59861,6641.24,1416.43,-0.696926,3.95453,6457.77,2.80843,-19.1171,-0.00891309,1.11813,-0.324709,0,0,0,0,0,0,200,
3.6,0,3.57228,544123,2.24304,-21.2286,0.356375,1.2981,76.4478,0.304234,1.26195,-2.7502,-10.9121,-3.63498,3076.04,142.841,-4093.2,1158.05,4093.2,3.60101,-21.5246,0.167872,-2.10579,9330.33,0,47.5898,50,0,6388,2.12068,0.555646,-3.58634,0.00102664,6641.24,1416.43,-0.696926,3.95453,6388,2.79027,-19.1318,-0.00442948,-0.588461,0.34538,0,0,0,0,0,0,200,
3.65,0,3.55166,539348,1.88173,-21.3576,0.35067,1.5615,82.7396,0.197387,1.54897,-2.61403,0.965646,-8.6178,3129.65,146.194,-4072,1151.67,4072,3.55417,-21.5575,0.459646,-2.7209,9318.17,0,47.1066,50,0,6318.55,2.24605,0.878222,-3.18076,-1.0855,6641.24,1416.43,-0.696926,3.95453,6318.55,2.77195,-19.1467,-0.00311487,0.136322,0.204878,0,0,0,0,0,0,200,
3.7,0,3.5312,534622,1.53349,-21.5641,0.359307,1.80654,89.8453,0.00487892,1.80654,-2.87429,-9.00999,-3.53654,3182.96,149.471,-4050.9,1145.33,4050.9,3.47868,-21.5606,0.0826156,-3.22038,9306.02,0,46.6596,50,0,6249.42,2.44052,1.18921,-3.85943,-2.20973,6641.24,1416.43,-0.696926,3.95453,6249.42,2.75358,-19.1619,-0.00535414,0.0944474,0.175358,0,0,0,0,0,0,200,
3.75,0,3.51091,529943,1.35608,-21.9868,0.179231,1.93926,101.294,-0.379919,1.9017,-6.89626,-6.80947,-4.50692,3235.97,152.66,-4029.9,1139.05,4029.9,3.40655,-21.5945,-0.703881,-3.22583,9293.87,0,46.422,50,0,6180.61,2.84544,1.34367,-3.60985,-1.99473,6641.24,1416.43,-0.696926,3.95453,6180.61,2.73529,-19.1775,0.00784385,0.0242638,0.40146,0,0,0,0,0,0,200,
3.8,0,3.49076,525309,1.08797,-22.3171,-0.0886685,2.17941,107.495,-0.655454,2.07856,-8.10326,-7.09217,-3.705,3288.68,155.762,-4008.98,1132.81,4008.98,3.32608,-21.6372,-1.10941,-3.68682,9281.73,0,45.988,50,0,6112.11,3.15321,1.59598,-3.05656,-2.30094,6641.24,1416.43,-0.696926,3.95453,6112.11,2.71705,-19.1931,0.0213036,0.173713,0.20215,0,0,0,0,0,0,200,
3.85,0,3.47077,520719,1.01923,-22.6682,-0.481007,2.27232,114.383,-0.938515,2.06954,-7.50682,-6.50993,0.00637952,3341.09,158.766,-3988.12,1126.61,3988.12,3.23704,-21.6925,-1.63436,-3.54072,9269.59,0,45.8268,50,0,6043.93,3.47752,1.66835,-3.46257,-2.49277,6641.24,1416.43,-0.696926,3.95453,6043.93,2.69899,-19.2088,0.0334888,0.173349,0.387562,0,0,0,0,0,0,200,
3.9,0,3.45093,516176,0.960532,-22.9734,-0.730188,2.36573,119.642,-1.17054,2.056,-3.29806,-5.76014,-2.2623,3393.19,161.678,-3967.33,1120.46,3967.33,3.15918,-21.7579,-2.01356,-3.50742,9257.45,0,45.6658,50,0,5976.07,3.75908,1.72533,-3.63757,-2.65069,6641.24,1416.43,-0.696926,3.95453,5976.07,2.68106,-19.2244,0.0333522,0.235526,0.386726,0,0,0,0,0,0,200,
3.95,0,3.43123,511679,0.850803,-23.2448,-0.808082,2.49192,123.202,-1.36515,2.08491,-1.80423,-4.9125,-1.67915,3444.99,164.499,-3946.59,1114.35,3946.59,3.07626,-21.8321,-2.34603,-3.56647,9245.31,0,45.4461,50,0,5908.51,4.00974,1.82005,-3.60515,-2.76423,6641.24,1416.43,-0.696926,3.95453,5908.51,2.66324,-19.2398,0.0302994,0.263028,0.375062,0,0,0,0,0,0,200,
4,0,3.41168,507228,0.757729,-23.47,-0.830599,2.58287,125.737,-1.50923,2.09629,-0.490605,-4.01441,-1.91575,3496.49,167.23,-3925.89,1108.28,3925.89,2.99403,-21.913,-2.58067,-3.56624,9233.18,0,45.292,50,0,5841.27,4.21643,1.89642,-3.36835,-2.73288,6641.24,1416.43,-0.696926,3.95453,5841.27,2.64556,-19.2549,0.0284843,0.293801,0.393326,0,0,0,0,0,0,200,
4.05,0,3.39228,502822,0.675564,-23.6474,-0.802383,2.63728,127.412,-1.60296,2.09449,0.256154,-3.0441,-1.13542,3547.67,169.869,-3905.22,1102.26,3905.22,2.90976,-21.9988,-2.72397,-3.55174,9221.06,0,45.2056,50,0,5774.34,4.37709,1.95759,-3.50055,-2.80572,6641.24,1416.43,-0.696926,3.95453,5774.34,2.62801,-19.2697,0.0253145,0.322534,0.400961,0,0,0,0,0,0,200,
4.1,0,3.37302,498463,0.610022,-23.788,-0.745718,2.65749,128.598,-1.6586,2.07666,0.924706,-2.54506,-1.44833,3598.56,172.419,-3884.6,1096.28,3884.6,2.82765,-22.0867,-2.80306,-3.4938,9208.93,0,45.1819,50,0,5707.71,4.50255,2.00022,-3.51935,-2.78498,6641.24,1416.43,-0.696926,3.95453,5707.71,2.61059,-19.2842,0.0220603,0.341311,0.423867,0,0,0,0,0,0,200,
4.15,0,3.35392,494151,0.528885,-23.9024,-0.668752,2.67154,129.125,-1.68651,2.07222,0.663542,-1.92038,-1.38359,3649.13,174.881,-3864,1090.35,3864,2.74516,-22.1766,-2.84384,-3.49381,9196.81,0,45.1699,50,0,5641.39,4.60303,2.05684,-3.25604,-2.64625,6641.24,1416.43,-0.696926,3.95453,5641.39,2.59329,-19.2983,0.0194733,0.342793,0.397683,0,0,0,0,0,0,200,
4.2,0,3.33496,489886,0.482759,-23.9786,-0.628375,2.63635,129.431,-1.67519,2.03599,0.349285,-1.21629,-0.569791,3699.41,177.255,-3843.44,1084.46,3843.44,2.66187,-22.2671,-2.79963,-3.39403,9184.7,0,45.247,50,0,5575.37,4.66479,2.08141,-3.63442,-2.73648,6641.24,1416.43,-0.696926,3.95453,5575.37,2.57612,-19.3119,0.0192406,0.364974,0.43534,0,0,0,0,0,0,200,
4.25,0,3.31616,485669,0.418347,-24.0451,-0.580164,2.61019,129.335,-1.65515,2.0186,0.365349,-1.48619,-2.02704,3749.39,179.544,-3822.91,1078.62,3822.91,2.58342,-22.3554,-2.74907,-3.33541,9172.58,0,45.3078,50,0,5509.65,4.71705,2.12178,-3.39539,-2.55557,6641.24,1416.43,-0.696926,3.95453,5509.65,2.55905,-19.3252,0.0176858,0.371883,0.456206,0,0,0,0,0,0,200,
4.3,0,3.2975,481497,0.306591,-24.1126,-0.547688,2.61693,128.633,-1.63451,2.04398,-1.08099,-0.982194,-1.58751,3799.06,181.75,-3802.41,1072.83,3802.41,2.50134,-22.4445,-2.71991,-3.4111,9160.48,0,45.3095,50,0,5444.23,4.76941,2.20923,-3.3452,-2.47108,6641.24,1416.43,-0.696926,3.95453,5444.23,2.54208,-19.338,0.0190416,0.349927,0.398917,0,0,0,0,0,0,200,
4.35,0,3.279,477371,0.240741,-24.1519,-0.594396,2.57424,127.991,-1.58521,2.02852,-1.55691,-0.750878,-1.16968,3848.45,183.871,-3781.95,1067.08,3781.95,2.41881,-22.5321,-2.60783,-3.33706,9148.37,0,45.3999,50,0,5379.1,4.79209,2.25993,-3.12527,-2.31965,6641.24,1416.43,-0.696926,3.95453,5379.1,2.52522,-19.3505,0.0229345,0.371722,0.448901,0,0,0,0,0,0,200,
4.4,0,3.26064,473290,0.170784,-24.1931,-0.634996,2.53764,127.336,-1.53968,2.01742,-1.25708,-0.822297,-1.37755,3897.54,185.91,-3761.52,1061.37,3761.52,2.33775,-22.6175,-2.52528,-3.30402,9136.27,0,45.4792,50,0,5314.27,4.81676,2.31295,-3.48354,-2.339,6641.24,1416.43,-0.696926,3.95453,5314.27,2.50847,-19.3625,0.0236576,0.36159,0.452032,0,0,0,0,0,0,200,
4.45,0,3.24243,469254,0.0774939,-24.2364,-0.662171,2.5204,126.438,-1.49762,2.02743,-1.47642,-0.869996,-2.06647,3946.34,187.868,-3741.13,1055.71,3741.13,2.25746,-22.7015,-2.4462,-3.30649,9124.17,0,45.5239,50,0,5249.74,4.844,2.38695,-3.13169,-2.12669,6641.24,1416.43,-0.696926,3.95453,5249.74,2.4918,-19.3741,0.0247682,0.355853,0.455596,0,0,0,0,0,0,200,
4.5,0,3.22436,465262,-0.0235403,-24.2753,-0.710678,2.50834,125.333,-1.45126,2.04609,-2.15059,-0.621191,-1.58892,3994.86,189.746,-3720.78,1050.09,3720.78,2.17436,-22.7847,-2.35981,-3.33282,9112.08,0,45.5594,50,0,5185.49,4.86578,2.47259,-3.13361,-2.06104,6641.24,1416.43,-0.696926,3.95453,5185.49,2.47523,-19.3854,0.0278267,0.35142,0.450043,0,0,0,0,0,0,200,
4.55,0,3.20644,461313,-0.108316,-24.3075,-0.78409,2.47905,124.356,-1.39961,2.04636,-2.02345,-0.571962,-1.27827,4043.09,191.542,-3700.47,1044.51,3700.47,2.09103,-22.8659,-2.26868,-3.3303,9099.99,0,45.6254,50,0,5121.53,4.88092,2.54234,-3.60445,-2.12908,6641.24,1416.43,-0.696926,3.95453,5121.53,2.45878,-19.3962,0.0306668,0.339324,0.435938,0,0,0,0,0,0,200,
4.6,0,3.18865,457406,-0.175415,-24.336,-0.84295,2.43742,123.534,-1.34708,2.03154,-1.33883,-0.659568,-1.62038,4091.04,193.258,-3680.19,1038.98,3680.19,2.00894,-22.9451,-2.16545,-3.25608,9087.91,0,45.7087,50,0,5057.85,4.89362,2.59459,-3.18608,-1.8993,6641.24,1416.43,-0.696926,3.95453,5057.85,2.44243,-19.4067,0.0313902,0.346332,0.491759,0,0,0,0,0,0,200,
4.65,0,3.171,453540,-0.275066,-24.371,-0.861819,2.42525,122.481,-1.30297,2.04568,-1.25024,-0.602327,-1.81441,4138.71,194.896,-3659.96,1033.48,3659.96,1.92638,-23.0231,-2.09597,-3.29121,9075.83,0,45.7379,50,0,4994.46,4.91378,2.67427,-2.86718,-1.72683,6641.24,1416.43,-0.696926,3.95453,4994.46,2.42617,-19.4168,0.0311076,0.329035,0.466275,0,0,0,0,0,0,200,
4.7,0,3.15349,449713,-0.356853,-24.3956,-0.896584,2.39418,121.453,-1.2498,2.04224,-1.3608,-0.224455,-0.70244,4186.1,196.455,-3639.78,1028.03,3639.78,1.841,-23.1001,-2.01277,-3.31483,9063.76,0,45.8004,50,0,4931.35,4.92462,2.74151,-3.01796,-1.71263,6641.24,1416.43,-0.696926,3.95453,4931.35,2.41002,-19.4266,0.0327752,0.307919,0.410954,0,0,0,0,0,0,200,
4.75,0,3.1361,445926,-0.357968,-24.3987,-0.937036,2.29229,120.95,-1.17936,1.96577,0.0642043,-0.0852595,0.0502429,4233.22,197.935,-3619.63,1022.61,3619.63,1.75746,-23.1745,-1.87527,-3.12007,9051.69,0,45.9871,50,0,4868.53,4.91616,2.73113,-3.51583,-1.77441,6641.24,1416.43,-0.696926,3.95453,4868.53,2.394,-19.4359,0.0319374,0.321245,0.489542,0,0,0,0,0,0,200,
4.8,0,3.11886,442180,-0.406831,-24.417,-0.878611,2.24062,120.243,-1.12895,1.93554,1.06444,-0.721394,-2.36121,4280.07,199.341,-3599.53,1017.24,3599.53,1.68155,-23.2453,-1.78224,-3.0212,9039.62,0,46.0856,50,0,4805.97,4.92543,2.75367,-3.58858,-1.70523,6641.24,1416.43,-0.696926,3.95453,4805.97,2.37804,-19.445,0.0266943,0.321479,0.543918,0,0,0,0,0,0,200,
4.85,0,3.10174,438470,-0.587926,-24.4641,-0.790454,2.30674,118.628,-1.10568,2.0246,-1.03772,-0.832257,-3.40996,4326.65,200.677,-3579.48,1011.91,3579.48,1.60186,-23.3159,-1.76518,-3.24975,9027.56,0,45.9786,50,0,4743.7,4.96206,2.90317,-2.4038,-1.33586,6641.24,1416.43,-0.696926,3.95453,4743.7,2.36209,-19.4537,0.0269109,0.281953,0.421243,0,0,0,0,0,0,200,
4.9,0,3.08474,434796,-0.67276,-24.4824,-0.855091,2.27893,117.461,-1.05136,2.02204,-2.22386,0.171279,0.739472,4372.96,201.935,-3559.48,1006.61,3559.48,1.5105,-23.3874,-1.67318,-3.26529,9015.5,0,46.0358,50,0,4681.7,4.96649,2.97789,-2.62835,-1.3781,6641.24,1416.43,-0.696926,3.95453,4681.7,2.34627,-19.4621,0.0337291,0.273648,0.385493,0,0,0,0,0,0,200,
4.95,0,3.06788,431162,-0.596561,-24.4729,-0.925902,2.11543,117.485,-0.976668,1.87657,1.12503,-0.121325,0.873584,4419.01,203.115,-3539.53,1001.35,3539.53,1.42903,-23.4541,-1.5206,-2.89972,9003.45,0,46.3285,50,0,4619.97,4.94763,2.89659,-3.60057,-1.52287,6641.24,1416.43,-0.696926,3.95453,4619.97,2.33059,-19.4701,0.0306354,0.298302,0.539497,0,0,0,0,0,0,200,
5,0,3.05115,427566,-0.653282,-24.5019,-0.799926,2.0832,116.984,-0.945553,1.85633,2.09784,-0.881617,-2.93872,4464.79,204.229,-3519.63,996.134,3519.63,1.35816,-23.5178,-1.48276,-2.87458,8991.41,0,46.3929,50,0,4558.51,4.9729,2.92312,-3.00237,-1.2665,6641.24,1416.43,-0.696926,3.95453,4558.51,2.31491,-19.4779,0.0212925,0.267499,0.507464,0,0,0,0,0,0,200,
5.05,0,3.03454,424005,-0.812258,-24.537,-0.691916,2.13317,115.467,-0.917595,1.92581,-0.593445,-0.290582,-1.98115,4510.32,205.277,-3499.78,990.953,3499.78,1.27737,-23.5832,-1.44948,-3.06711,8979.36,0,46.3152,50,0,4497.32,5.00145,3.05148,-2.36457,-1.11217,6641.24,1416.43,-0.696926,3.95453,4497.32,2.29921,-19.4854,0.0227296,0.241751,0.39078,0,0,0,0,0,0,200,
5.1,0,3.01806,420480,-0.847079,-24.5398,-0.727301,2.06779,114.49,-0.857476,1.88169,-0.717883,-0.0444528,0.177035,4555.59,206.253,-3479.98,985.808,3479.98,1.19331,-23.6464,-1.32481,-2.92186,8967.33,0,46.4369,50,0,4436.4,4.99381,3.07272,-3.36857,-1.3472,6641.24,1416.43,-0.696926,3.95453,4436.4,2.2836,-19.4925,0.0268318,0.266962,0.485363,0,0,0,0,0,0,200,
5.15,0,3.0017,416991,-0.903317,-24.5662,-0.699785,2.0358,113.895,-0.824908,1.86125,0.607332,-1.0071,-2.68517,4600.6,207.162,-3460.24,980.702,3460.24,1.11965,-23.7056,-1.27076,-2.84397,8955.3,0,46.5009,50,0,4375.74,5.01226,3.10761,-3.00205,-1.1521,6641.24,1416.43,-0.696926,3.95453,4375.74,2.26801,-19.4995,0.0227894,0.256398,0.529619,0,0,0,0,0,0,200,
5.2,0,2.98546,413536,-1.06289,-24.6156,-0.631275,2.09629,112.842,-0.814067,1.93183,-0.862019,-0.682013,-2.41144,4645.37,208.006,-3440.55,975.632,3440.55,1.03904,-23.7665,-1.27028,-3.01463,8943.27,0,46.4062,50,0,4315.34,5.05312,3.237,-2.96019,-1.09764,6641.24,1416.43,-0.696926,3.95453,4315.34,2.25241,-19.5061,0.0221903,0.226829,0.447939,0,0,0,0,0,0,200,
5.25,0,2.96934,410114,-1.17631,-24.6447,-0.650171,2.10907,111.754,-0.781975,1.95881,-1.43994,-0.565606,-1.90273,4689.88,208.781,-3420.92,970.597,3420.92,0.95562,-23.8265,-1.20289,-3.02608,8931.25,0,46.3939,50,0,4255.21,5.07099,3.33241,-2.56407,-0.997099,6641.24,1416.43,-0.696926,3.95453,4255.21,2.23686,-19.5125,0.0257853,0.239404,0.484048,0,0,0,0,0,0,200,
5.3,0,2.95334,406727,-1.25549,-24.6738,-0.677535,2.09303,111.031,-0.751429,1.95355,-0.898666,-0.518822,-0.887181,4734.14,209.486,-3401.34,965.598,3401.34,0.870532,-23.8854,-1.15562,-3.01141,8919.23,0,46.431,50,0,4195.33,5.08946,3.39574,-2.90381,-1.01065,6641.24,1416.43,-0.696926,3.95453,4195.33,2.22138,-19.5186,0.025668,0.226866,0.481394,0,0,0,0,0,0,200,
5.35,0,2.93746,403374,-1.30517,-24.6998,-0.681956,2.05286,110.535,-0.72036,1.92237,-0.0851733,-0.502594,-1.0711,4778.16,210.123,-3381.82,960.635,3381.82,0.788244,-23.9431,-1.10326,-2.93557,8907.22,0,46.5092,50,0,4135.71,5.10751,3.42894,-3.41567,-1.0454,6641.24,1416.43,-0.696926,3.95453,4135.71,2.20597,-19.5244,0.0240246,0.220189,0.500804,0,0,0,0,0,0,200,
5.4,0,2.92171,400054,-1.38678,-24.7271,-0.643104,2.04199,109.81,-0.692291,1.92111,0.123563,-0.629482,-2.3229,4821.93,210.695,-3362.36,955.709,3362.36,0.708416,-23.9995,-1.05045,-2.89138,8895.21,0,46.5374,50,0,4076.35,5.12815,3.48616,-2.8355,-0.879899,6641.24,1416.43,-0.696926,3.95453,4076.35,2.19057,-19.53,0.0217764,0.222476,0.549614,0,0,0,0,0,0,200,
5.45,0,2.90606,396767,-1.5312,-24.7606,-0.593323,2.08556,108.733,-0.670062,1.97503,-0.712282,-0.501616,-2.10783,4865.46,211.202,-3342.95,950.817,3342.95,0.624613,-24.0556,-1.02696,-3.04288,8883.21,0,46.4737,50,0,4017.24,5.15444,3.60541,-2.61955,-0.812703,6641.24,1416.43,-0.696926,3.95453,4017.24,2.1752,-19.5353,0.0215422,0.196584,0.445232,0,0,0,0,0,0,200,
5.5,0,2.89054,393513,-1.5868,-24.7765,-0.614369,2.04612,107.95,-0.630843,1.94648,-0.683167,-0.222487,-0.305169,4908.75,211.64,-3323.6,945.96,3323.6,0.536923,-24.111,-0.951801,-2.94238,8871.22,0,46.5505,50,0,3958.39,5.16182,3.64576,-3.2348,-0.888113,6641.24,1416.43,-0.696926,3.95453,3958.39,2.1599,-19.5404,0.0232769,0.204777,0.513189,0,0,0,0,0,0,200,
5.55,0,2.87513,390291,-1.64248,-24.7973,-0.596325,2.01261,107.325,-0.599559,1.92127,0.354455,-0.642991,-2.21912,4951.8,212.014,-3304.31,941.138,3304.31,0.457162,-24.1637,-0.896811,-2.84942,8859.23,0,46.6171,50,0,3899.78,5.1764,3.68039,-2.96242,-0.768628,6641.24,1416.43,-0.696926,3.95453,3899.78,2.14464,-19.5452,0.0204091,0.202089,0.571705,0,0,0,0,0,0,200,
5.6,0,2.85983,387101,-1.79395,-24.8323,-0.52752,2.06511,106.378,-0.582546,1.98128,-0.447855,-0.557345,-2.62451,4994.62,212.325,-3285.08,936.351,3285.08,0.373735,-24.2166,-0.882406,-2.99791,8847.25,0,46.5394,50,0,3841.42,5.20577,3.80283,-2.94676,-0.721459,6641.24,1416.43,-0.696926,3.95453,3841.42,2.12938,-19.5497,0.0187281,0.17673,0.485742,0,0,0,0,0,0,200,
5.65,0,2.84465,383942,-1.90286,-24.8534,-0.5244,2.07464,105.397,-0.551063,2.00014,-0.987229,-0.355233,-1.66203,5037.2,212.57,-3265.9,931.597,3265.9,0.285714,-24.269,-0.820825,-2.97982,8835.27,0,46.5342,50,0,3783.32,5.21841,3.88943,-3.28636,-0.754433,6641.24,1416.43,-0.696926,3.95453,3783.32,2.11418,-19.5541,0.020845,0.185493,0.548722,0,0,0,0,0,0,200,
5.7,0,2.82958,380814,-2.02161,-24.8792,-0.513553,2.09531,104.524,-0.525709,2.02831,-0.641714,-0.620611,-2.59449,5079.54,212.749,-3246.79,926.877,3246.79,0.200101,-24.3195,-0.78255,-3.01932,8823.3,0,46.5106,50,0,3725.45,5.23624,3.98567,-2.92044,-0.643253,6641.24,1416.43,-0.696926,3.95453,3725.45,2.09904,-19.5581,0.019972,0.173864,0.541432,0,0,0,0,0,0,200,
5.75,0,2.81462,377716,-2.13979,-24.907,-0.502503,2.11383,103.754,-0.502794,2.05318,-0.90401,-0.38626,-1.40502,5121.66,212.863,-3227.73,922.19,3227.73,0.109127,-24.3702,-0.752255,-3.074,8811.33,0,46.491,50,0,3667.84,5.25665,4.08354,-2.32214,-0.513807,6641.24,1416.43,-0.696926,3.95453,3667.84,2.08397,-19.562,0.0198119,0.157793,0.507343,0,0,0,0,0,0,200,
5.8,0,2.79977,374649,-2.17477,-24.92,-0.522344,2.05622,103.117,-0.466843,2.00254,-0.246329,-0.171314,-0.0698839,5163.55,212.909,-3208.73,917.537,3208.73,0.0181564,-24.4199,-0.689662,-2.95584,8799.37,0,46.5976,50,0,3610.46,5.26322,4.10413,-3.36318,-0.611406,6641.24,1416.43,-0.696926,3.95453,3610.46,2.06901,-19.5656,0.019625,0.157268,0.546884,0,0,0,0,0,0,200,
5.85,0,2.78504,371614,-2.22274,-24.9344,-0.491069,2.01514,102.471,-0.435333,1.96757,0.508612,-0.439393,-2.21231,5205.21,212.892,-3189.8,912.92,3189.8,-0.0644552,-24.4673,-0.636378,-2.84873,8787.41,0,46.6759,50,0,3553.32,5.27449,4.13154,-2.30498,-0.421447,6641.24,1416.43,-0.696926,3.95453,3553.32,2.0541,-19.5689,0.0164442,0.153289,0.601461,0,0,0,0,0,0,200,
5.9,0,2.77042,368610,-2.34239,-24.9545,-0.430332,2.03707,101.598,-0.409701,1.99546,-0.273091,-0.191119,-1.09854,5246.64,212.814,-3170.92,908.336,3170.92,-0.153152,-24.5147,-0.608234,-2.972,8775.47,0,46.6503,50,0,3496.43,5.29162,4.22708,-2.23676,-0.385184,6641.24,1416.43,-0.696926,3.95453,3496.43,2.0392,-19.572,0.0151876,0.127956,0.47186,0,0,0,0,0,0,200,
