1 input_1v1.asc 1 Missile against 1 target ' Missile ' Jan 10 2025 22:14:03
  0  0 50
time,lconv,vmach,pdynmc,psiblx,thtblx,phiblx,alppx,phipx,alphax,betax,ppx,qqx,rrx,SBEL1,SBEL2,SBEL3,dvbe,hbe,psivlx,thtvlx,anx,ayx,dts,thrust,gavail,gmax,trcond,dbt,thtpbx,psipbx,all,ann,dtbc,dvtbc,psiobcx,thtobcx,range,azimuthx,elevationx,dpx,dqx,drx,miss,MISS1,MISS2,MISS3,psiptx,thtptx,critmax,
5.95,0,2.75591,365636,-2.35073,-24.958,-0.44376,1.95793,100.847,-0.368587,1.92294,-0.0475102,-0.0513889,0.264349,5287.85,212.672,-3152.11,903.786,3152.11,-0.241614,-24.5606,-0.533712,-2.78847,8763.52,0,46.7907,50,0,3439.77,5.29105,4.22354,-2.96574,-0.440548,6641.24,1416.43,-0.696926,3.95453,3439.77,2.02439,-19.575,0.0162751,0.133284,0.556081,0,0,0,0,0,0,200,
6,0,2.74152,362693,-2.38092,-24.9678,-0.409274,1.90493,100.173,-0.336579,1.87497,0.758273,-0.344838,-1.70184,5328.84,212.47,-3133.36,899.271,3133.36,-0.321133,-24.6042,-0.484662,-2.6799,8751.59,0,46.8876,50,0,3383.35,5.29952,4.23458,-2.50851,-0.329692,6641.24,1416.43,-0.696926,3.95453,3383.35,2.00957,-19.5777,0.0130207,0.12296,0.583205,0,0,0,0,0,0,200,
6.05,0,2.72724,359780,-2.48798,-24.9847,-0.337775,1.92133,99.3468,-0.312157,1.89581,0.111832,-0.228871,-1.63534,5369.61,212.213,-3114.67,894.79,3114.67,-0.403996,-24.6476,-0.454224,-2.74863,8739.66,0,46.8711,50,0,3327.16,5.31543,4.31532,-2.9598,-0.346342,6641.24,1416.43,-0.696926,3.95453,3327.16,1.99469,-19.5802,0.0111941,0.105151,0.518262,0,0,0,0,0,0,200,
6.1,0,2.71307,356897,-2.58222,-24.996,-0.304925,1.92586,98.4241,-0.282242,1.90508,-0.26003,-0.300086,-2.34429,5410.17,211.897,-3096.04,890.341,3096.04,-0.486185,-24.6896,-0.400093,-2.69926,8727.73,0,46.8741,50,0,3271.2,5.32337,4.38607,-2.58346,-0.287028,6641.24,1416.43,-0.696926,3.95453,3271.2,1.97978,-19.5825,0.0117371,0.109108,0.599893,0,0,0,0,0,0,200,
6.15,0,2.699,354041,-2.72523,-25.0151,-0.263211,1.974,97.5797,-0.260481,1.95674,-0.605473,-0.349268,-2.04029,5450.51,211.526,-3077.48,885.925,3077.48,-0.571663,-24.7307,-0.375711,-2.83563,8715.82,0,46.8067,50,0,3215.48,5.33842,4.50492,-2.66587,-0.261888,6641.24,1416.43,-0.696926,3.95453,3215.48,1.96483,-19.5846,0.0108742,0.0888783,0.504007,0,0,0,0,0,0,200,
6.2,0,2.68504,351215,-2.79384,-25.0294,-0.270663,1.95366,96.8859,-0.234321,1.93957,-0.649483,-0.269183,-1.04914,5490.63,211.094,-3058.98,881.54,3058.98,-0.65945,-24.7713,-0.330411,-2.73159,8703.91,0,46.8503,50,0,3159.98,5.34751,4.55513,-3.14116,-0.272887,6641.24,1416.43,-0.696926,3.95453,3159.98,1.9499,-19.5865,0.0116724,0.0901546,0.608248,0,0,0,0,0,0,200,
6.25,0,2.67119,348417,-2.90403,-25.0482,-0.243977,1.97365,96.2246,-0.214078,1.96201,-0.272574,-0.428755,-2.64656,5530.54,210.606,-3040.54,877.189,3040.54,-0.74229,-24.8106,-0.304197,-2.78453,8692,0,46.829,50,0,3104.71,5.36266,4.64426,-2.62995,-0.184387,6641.24,1416.43,-0.696926,3.95453,3104.71,1.93493,-19.5883,0.00997184,0.0765819,0.560357,0,0,0,0,0,0,200,
6.3,0,2.65744,345646,-3.00419,-25.0651,-0.224465,1.98137,95.5676,-0.192309,1.97202,-0.618705,-0.220181,-0.916812,5570.25,210.061,-3022.17,872.868,3022.17,-0.832457,-24.8499,-0.272762,-2.78878,8680.11,0,46.8277,50,0,3049.67,5.37586,4.72363,-2.70798,-0.167839,6641.24,1416.43,-0.696926,3.95453,3049.67,1.91995,-19.5899,0.00955091,0.0686534,0.568077,0,0,0,0,0,0,200,
6.35,0,2.6438,342904,-3.06412,-25.0768,-0.221562,1.95474,94.8867,-0.16658,1.94764,-0.177142,-0.284732,-1.59923,5609.74,209.457,-3003.86,868.58,3003.86,-0.917704,-24.8878,-0.230736,-2.70367,8668.22,0,46.8813,50,0,2994.85,5.38414,4.76547,-3.04927,-0.161288,6641.24,1416.43,-0.696926,3.95453,2994.85,1.90496,-19.5913,0.00911201,0.0664569,0.620592,0,0,0,0,0,0,200,
6.4,0,2.63027,340188,-3.18285,-25.0938,-0.175611,1.98219,94.2613,-0.147344,1.97671,-0.160204,-0.353983,-2.61415,5649.03,208.799,-2985.62,864.324,2985.62,-1.00242,-24.9249,-0.20585,-2.74755,8656.33,0,46.8487,50,0,2940.26,5.39921,4.85933,-2.31924,-0.0776082,6641.24,1416.43,-0.696926,3.95453,2940.26,1.88991,-19.5925,0.00698382,0.0547944,0.606405,0,0,0,0,0,0,200,
6.45,0,2.61683,337500,-3.3016,-25.109,-0.14402,2.00678,93.6083,-0.126349,2.0028,-0.555952,-0.212929,-1.18464,5688.11,208.084,-2967.44,860.097,2967.44,-1.09319,-24.9618,-0.177749,-2.81313,8644.45,0,46.8211,50,0,2885.89,5.41161,4.95683,-2.55137,-0.0704907,6641.24,1416.43,-0.696926,3.95453,2885.89,1.87482,-19.5936,0.00666604,0.044289,0.554969,0,0,0,0,0,0,200,
6.5,0,2.60349,334838,-3.34084,-25.1185,-0.149897,1.96052,92.9457,-0.100791,1.95793,-0.188608,-0.214807,-0.847254,5726.99,207.312,-2949.32,855.902,2949.32,-1.18157,-24.9975,-0.136745,-2.67361,8632.58,0,46.9056,50,0,2831.73,5.41832,4.97962,-3.59066,-0.0949309,6641.24,1416.43,-0.696926,3.95453,2831.73,1.85975,-19.5945,0.00650554,0.0422793,0.644917,0,0,0,0,0,0,200,
6.55,0,2.59026,332204,-3.45092,-25.1329,-0.100993,1.98172,92.3588,-0.0815959,1.98004,0.104829,-0.349186,-3.45937,5765.67,206.487,-2931.27,851.738,2931.27,-1.26364,-25.0321,-0.110813,-2.6754,8620.72,0,46.8835,50,0,2777.8,5.43191,5.06261,-2.77438,-0.0142715,6641.24,1416.43,-0.696926,3.95453,2777.8,1.84458,-19.5953,0.00401993,0.0331513,0.67539,0,0,0,0,0,0,200,
6.6,0,2.57713,329594,-3.64576,-25.1491,-0.0261057,2.07508,91.7723,-0.0642044,2.07409,-0.611517,-0.246078,-2.74937,5804.15,205.608,-2913.28,847.604,2913.28,-1.35478,-25.0667,-0.0904829,-2.87561,8608.87,0,46.7488,50,0,2724.08,5.44657,5.2266,-2.47262,0.0134858,6641.24,1416.43,-0.696926,3.95453,2724.08,1.82933,-19.5958,0.00252878,0.0206255,0.579292,0,0,0,0,0,0,200,
6.65,0,2.56409,327010,-3.73788,-25.1591,-0.0282867,2.07241,91.1199,-0.0405205,2.07201,-0.737824,-0.188292,-0.631955,5842.43,204.671,-2895.36,843.498,2895.36,-1.45086,-25.1005,-0.0543352,-2.84849,8597.02,0,46.765,50,0,2670.58,5.4527,5.30315,-2.57808,0.0260324,6641.24,1416.43,-0.696926,3.95453,2670.58,1.8141,-19.5963,0.00339756,0.01692,0.598552,0,0,0,0,0,0,200,
6.7,0,2.55116,324452,-3.74349,-25.1697,-0.046343,1.99443,90.5449,-0.0189765,1.99434,-0.0140255,-0.236978,-0.119803,5880.51,203.675,-2877.5,839.423,2877.5,-1.54216,-25.1333,-0.0249947,-2.67396,8585.17,0,46.8984,50,0,2617.29,5.46127,5.29656,-3.18079,0.0523757,6641.24,1416.43,-0.696926,3.95453,2617.29,1.79891,-19.5966,0.00232491,0.00832368,0.665719,0,0,0,0,0,0,200,
6.75,0,2.53832,321920,-3.80229,-25.1816,-0.0076002,1.96916,90.0114,-0.000392526,1.96916,0.357133,-0.225088,-2.41341,5918.39,202.627,-2859.7,835.38,2859.7,-1.62562,-25.1653,-0.00101644,-2.59094,8573.34,0,46.9493,50,0,2564.22,5.47416,5.33027,-3.62105,0.0794701,6641.24,1416.43,-0.696926,3.95453,2564.22,1.78362,-19.5967,-7.97445e-06,-0.000749521,0.717382,0,0,0,0,0,0,200,
6.8,0,2.52558,319413,-4.01315,-25.192,0.0895523,2.08032,89.4818,0.0188213,2.08023,-0.0193044,-0.195833,-4.8077,5956.09,201.53,-2841.97,831.365,2841.97,-1.71067,-25.1967,0.0244695,-2.78216,8561.51,0,46.7894,50,0,2511.36,5.48606,5.50443,-2.4344,0.122167,6641.24,1416.43,-0.696926,3.95453,2511.36,1.76815,-19.5967,-0.00253814,-0.00885613,0.665013,0,0,0,0,0,0,200,
6.85,0,2.51293,316929,-4.22232,-25.2001,0.160965,2.18176,88.9346,0.0405871,2.18139,-0.710863,-0.148156,-2.14729,5993.59,200.378,-2824.31,827.376,2824.31,-1.81054,-25.2277,0.0540904,-2.95656,8549.69,0,46.6457,50,0,2458.7,5.49302,5.6821,-2.51995,0.121983,6641.24,1416.43,-0.696926,3.95453,2458.7,1.75263,-19.5965,-0.00384183,-0.0163324,0.623257,0,0,0,0,0,0,200,
6.9,0,2.50037,314469,-4.29779,-25.2085,0.157794,2.16191,88.3566,0.0620316,2.16102,-0.538016,-0.216854,-1.12337,6030.9,199.166,-2806.71,823.416,2806.71,-1.90909,-25.2576,0.0839975,-2.85072,8537.88,0,46.6891,50,0,2406.26,5.49848,5.73945,-2.85339,0.14615,6641.24,1416.43,-0.696926,3.95453,2406.26,1.7372,-19.5962,-0.00367435,-0.0224091,0.720478,0,0,0,0,0,0,200,
6.95,0,2.48791,312033,-4.38391,-25.2204,0.17948,2.15385,87.9111,0.0785448,2.15242,-0.114967,-0.247764,-1.92869,6068.01,197.898,-2789.18,819.485,2789.18,-2.00334,-25.2869,0.102907,-2.83021,8526.08,0,46.7143,50,0,2354.02,5.50971,5.80423,-2.97465,0.188231,6641.24,1416.43,-0.696926,3.95453,2354.02,1.72176,-19.5958,-0.00558025,-0.0330937,0.711453,0,0,0,0,0,0,200,
7,0,2.47554,309621,-4.49554,-25.2308,0.222096,2.1685,87.471,0.0957304,2.16639,-0.116232,-0.167281,-2.18574,6104.95,196.576,-2771.71,815.583,2771.71,-2.09883,-25.3159,0.123929,-2.82894,8514.28,0,46.705,50,0,2301.99,5.52071,5.88973,-3.11116,0.216989,6641.24,1416.43,-0.696926,3.95453,2301.99,1.7063,-19.5952,-0.00737807,-0.041757,0.729381,0,0,0,0,0,0,200,
7.05,0,2.46327,307233,-4.63601,-25.2369,0.276385,2.20892,86.9826,0.116332,2.20586,-0.085596,-0.107,-2.97024,6141.69,195.199,-2754.3,811.708,2754.3,-2.19444,-25.3441,0.151271,-2.86309,8502.49,0,46.6569,50,0,2250.16,5.52778,6.00104,-2.95064,0.232301,6641.24,1416.43,-0.696926,3.95453,2250.16,1.6908,-19.5946,-0.00918783,-0.048636,0.74976,0,0,0,0,0,0,200,
7.1,0,2.45108,304867,-4.80298,-25.2413,0.344177,2.27081,86.53,0.137513,2.26664,-0.0713594,-0.109442,-2.87623,6178.25,193.766,-2736.96,807.861,2736.96,-2.29404,-25.3716,0.178713,-2.94938,8490.71,0,46.5769,50,0,2198.54,5.53375,6.13689,-2.70264,0.244746,6641.24,1416.43,-0.696926,3.95453,2198.54,1.67529,-19.5937,-0.0118033,-0.0564473,0.739226,0,0,0,0,0,0,200,
7.15,0,2.43898,302523,-4.93529,-25.2467,0.396003,2.2987,86.0839,0.157075,2.29333,-0.116734,-0.151338,-1.57553,6214.63,192.276,-2719.69,804.04,2719.69,-2.39802,-25.3983,0.204124,-2.99875,8478.94,0,46.5487,50,0,2147.12,5.5405,6.24516,-2.40003,0.251438,6641.24,1416.43,-0.696926,3.95453,2147.12,1.65984,-19.5928,-0.0139035,-0.0630564,0.703917,0,0,0,0,0,0,200,
7.2,0,2.42697,300203,-4.96929,-25.2559,0.403408,2.23804,85.568,0.173034,2.23134,-0.169932,-0.212683,0.0799928,6250.82,190.727,-2702.47,800.246,2702.47,-2.50203,-25.4243,0.222484,-2.87086,8467.17,0,46.6534,50,0,2095.9,5.55019,6.26422,-2.5107,0.270319,6641.24,1416.43,-0.696926,3.95453,2095.9,1.6445,-19.5917,-0.0145546,-0.0717906,0.74174,0,0,0,0,0,0,200,
7.25,0,2.41506,297907,-4.97431,-25.2663,0.398371,2.156,85.0161,0.187393,2.14784,-0.0812698,-0.202116,-0.405389,6286.83,189.123,-2685.33,796.482,2685.33,-2.59849,-25.4498,0.239039,-2.73334,8455.42,0,46.7891,50,0,2044.88,5.56121,6.25681,-2.73817,0.309561,6641.24,1416.43,-0.696926,3.95453,2044.88,1.62918,-19.5906,-0.0143987,-0.0790878,0.741271,0,0,0,0,0,0,200,
7.3,0,2.40324,295633,-5.01365,-25.2752,0.413846,2.10809,84.4907,0.202481,2.09835,0.0100781,-0.148391,-1.13685,6322.67,187.467,-2668.25,792.747,2668.25,-2.69149,-25.4749,0.255651,-2.64734,8443.67,0,46.8733,50,0,1994.06,5.57179,6.27825,-2.87597,0.343619,6641.24,1416.43,-0.696926,3.95453,1994.06,1.61376,-19.5893,-0.0151908,-0.0879039,0.743429,0,0,0,0,0,0,200,
7.35,0,2.39151,293383,-5.10835,-25.2796,0.455721,2.11202,83.9955,0.221029,2.10043,0.0563726,-0.0526845,-2.39873,6358.32,185.763,-2651.23,789.038,2651.23,-2.78236,-25.4994,0.278042,-2.63115,8431.93,0,46.8765,50,0,1943.44,5.57888,6.34773,-3.05041,0.367691,6641.24,1416.43,-0.696926,3.95453,1943.44,1.59817,-19.5879,-0.0166043,-0.0961006,0.760169,0,0,0,0,0,0,200,
7.4,0,2.37987,291155,-5.27452,-25.2795,0.53158,2.17934,83.6102,0.242659,2.1658,0.151537,-0.00279178,-3.57658,6393.8,184.01,-2634.28,785.357,2634.28,-2.87496,-25.5232,0.3051,-2.70989,8420.19,0,46.7849,50,0,1893.01,5.58263,6.48017,-2.89813,0.374284,6641.24,1416.43,-0.696926,3.95453,1893.01,1.58238,-19.5864,-0.0193565,-0.104363,0.776088,0,0,0,0,0,0,200,
7.45,0,2.36831,288947,-5.48462,-25.2777,0.631266,2.28198,83.3498,0.264408,2.26662,0.242156,-0.0264763,-3.55305,6429.11,182.207,-2617.39,781.701,2617.39,-2.97375,-25.5461,0.333578,-2.87221,8408.47,0,46.6421,50,0,1842.77,5.58573,6.65509,-2.68324,0.378824,6641.24,1416.43,-0.696926,3.95453,1842.77,1.56644,-19.5848,-0.0232868,-0.110244,0.739024,0,0,0,0,0,0,200,
7.5,0,2.35683,286761,-5.63048,-25.2804,0.703303,2.32184,83.0449,0.281307,2.30474,0.0682529,-0.148967,-1.61247,6464.24,180.35,-2600.57,778.071,2600.57,-3.0797,-25.5681,0.354009,-2.91734,8396.75,0,46.5922,50,0,1792.73,5.59281,6.774,-2.77215,0.395628,6641.24,1416.43,-0.696926,3.95453,1792.73,1.55049,-19.5831,-0.0263401,-0.117025,0.743168,0,0,0,0,0,0,200,
7.55,0,2.34544,284596,-5.68558,-25.2896,0.720527,2.28051,82.627,0.292806,2.26165,-0.330593,-0.197074,-1.06027,6499.19,178.437,-2583.81,774.467,2583.81,-3.18294,-25.5897,0.362136,-2.78257,8385.05,0,46.6617,50,0,1742.88,5.60411,6.80791,-3.05096,0.426966,6641.24,1416.43,-0.696926,3.95453,1742.88,1.53457,-19.5813,-0.0262808,-0.130382,0.845713,0,0,0,0,0,0,200,
7.6,0,2.33415,282453,-5.80026,-25.2948,0.752383,2.29592,82.3007,0.307755,2.27522,-0.221801,-0.0741976,-3.01758,6533.98,176.473,-2567.12,770.891,2567.12,-3.28039,-25.6112,0.37979,-2.79419,8373.35,0,46.6481,50,0,1693.22,5.61105,6.89562,-3.21514,0.459864,6641.24,1416.43,-0.696926,3.95453,1693.22,1.51854,-19.5795,-0.0266487,-0.136393,0.842869,0,0,0,0,0,0,200,
7.65,0,2.32293,280331,-5.99678,-25.2942,0.835463,2.38252,82.1356,0.326183,2.3601,0.189952,-0.00517686,-3.93115,6568.59,174.458,-2550.49,767.339,2550.49,-3.38223,-25.632,0.401595,-2.90835,8361.66,0,46.5311,50,0,1643.75,5.61536,7.05606,-3.04533,0.468202,6641.24,1416.43,-0.696926,3.95453,1643.75,1.50237,-19.5775,-0.0306204,-0.14402,0.843058,0,0,0,0,0,0,200,
7.7,0,2.31179,278228,-6.20353,-25.2916,0.940025,2.47359,81.9911,0.344849,2.44945,0.416915,-0.0298364,-3.2116,6603.04,172.39,-2533.92,763.812,2533.92,-3.49138,-25.6519,0.425589,-3.04178,8349.98,0,46.4084,50,0,1594.47,5.61994,7.22716,-2.63107,0.439496,6641.24,1416.43,-0.696926,3.95453,1594.47,1.48617,-19.5755,-0.0355288,-0.148395,0.821394,0,0,0,0,0,0,200,
7.75,0,2.30074,276145,-6.3234,-25.2953,1.00781,2.48264,81.7248,0.357542,2.45677,0.103012,-0.206971,-1.03089,6637.32,170.264,-2517.42,760.308,2517.42,-3.60586,-25.671,0.440233,-3.03976,8338.31,0,46.4054,50,0,1545.37,5.62977,7.3211,-2.55804,0.432777,6641.24,1416.43,-0.696926,3.95453,1545.37,1.47011,-19.5734,-0.0384304,-0.153451,0.827929,0,0,0,0,0,0,200,
7.8,0,2.28977,274083,-6.35129,-25.308,1.00623,2.41052,81.3251,0.363784,2.38293,-0.661289,-0.306481,-0.186784,6671.43,168.082,-2500.99,756.832,2500.99,-3.71624,-25.6899,0.444248,-2.90771,8326.64,0,46.5197,50,0,1496.46,5.64332,7.33442,-3.0908,0.498603,6641.24,1416.43,-0.696926,3.95453,1496.46,1.45418,-19.5713,-0.0367813,-0.159679,0.85243,0,0,0,0,0,0,200,
7.85,0,2.27889,272042,-6.38438,-25.3218,0.976645,2.34759,80.9353,0.370062,2.31825,-0.973583,-0.195736,-1.63338,6705.38,165.846,-2484.62,753.383,2484.62,-3.81891,-25.7091,0.443813,-2.7623,8314.99,0,46.6203,50,0,1447.74,5.65481,7.35144,-2.93855,0.498067,6641.24,1416.43,-0.696926,3.95453,1447.74,1.43824,-19.5691,-0.0340411,-0.172991,0.919841,0,0,0,0,0,0,200,
7.9,0,2.26809,270022,-6.52456,-25.3252,0.999272,2.38247,80.7153,0.384604,2.35124,-0.393189,-0.08136,-2.90152,6739.16,163.561,-2468.31,749.959,2468.31,-3.92117,-25.7279,0.465202,-2.84734,8303.34,0,46.58,50,0,1399.2,5.65827,7.46623,-3.04678,0.536229,6641.24,1416.43,-0.696926,3.95453,1399.2,1.42213,-19.5668,-0.035336,-0.17101,0.84414,0,0,0,0,0,0,200,
7.95,0,2.25737,268022,-6.67332,-25.3275,1.05441,2.42218,80.5418,0.398263,2.38923,-0.0572664,-0.0903712,-2.51393,6772.78,161.225,-2452.06,746.559,2452.06,-4.02855,-25.746,0.478719,-2.88329,8291.71,0,46.5333,50,0,1350.84,5.66448,7.58776,-2.30675,0.453219,6641.24,1416.43,-0.696926,3.95453,1350.84,1.40591,-19.5644,-0.0390884,-0.179231,0.857736,0,0,0,0,0,0,200,
8,0,2.24673,266040,-6.7789,-25.3328,1.09481,2.42122,80.2829,0.408898,2.38646,-0.220906,-0.224272,-1.10606,6806.24,158.836,-2435.88,743.184,2435.88,-4.13895,-25.7636,0.49148,-2.87916,8280.08,0,46.545,50,0,1302.66,5.6736,7.66999,-2.90342,0.536701,6641.24,1416.43,-0.696926,3.95453,1302.66,1.38967,-19.562,-0.0409222,-0.181756,0.845112,0,0,0,0,0,0,200,
8.05,0,2.23617,264078,-6.84239,-25.3424,1.09822,2.38461,79.9412,0.416727,2.34793,-0.699007,-0.137191,-1.74759,6839.54,156.395,-2419.76,739.833,2419.76,-4.24427,-25.7812,0.492163,-2.76323,8268.46,0,46.6075,50,0,1254.67,5.68421,7.71259,-3.21652,0.584971,6641.24,1416.43,-0.696926,3.95453,1254.67,1.37337,-19.5595,-0.0398235,-0.196416,0.926701,0,0,0,0,0,0,200,
8.1,0,2.22569,262136,-6.99301,-25.3412,1.1339,2.42842,79.7166,0.433769,2.38939,-0.249624,0.0534204,-3.53842,6872.68,153.906,-2403.7,736.507,2403.7,-4.34722,-25.7986,0.513419,-2.82141,8256.86,0,46.5557,50,0,1206.85,5.685,7.8343,-3.01818,0.572923,6641.24,1416.43,-0.696926,3.95453,1206.85,1.35684,-19.557,-0.0409304,-0.199618,0.9106,0,0,0,0,0,0,200,
8.15,0,2.21528,260211,-7.19339,-25.3349,1.22716,2.51305,79.6344,0.452451,2.47201,0.492253,0.0178681,-3.40089,6905.66,151.368,-2387.7,733.204,2387.7,-4.45701,-25.815,0.535921,-2.93823,8245.26,0,46.4467,50,0,1159.21,5.68673,7.99871,-2.97545,0.586925,6641.24,1416.43,-0.696926,3.95453,1159.21,1.34012,-19.5544,-0.0467643,-0.204779,0.895572,0,0,0,0,0,0,200,
8.2,0,2.20495,258304,-7.35998,-25.3321,1.3257,2.56368,79.5168,0.466755,2.52086,0.482704,-0.0348393,-2.58578,6938.48,148.776,-2371.77,729.922,2371.77,-4.57125,-25.8307,0.54986,-2.98336,8233.67,0,46.3864,50,0,1111.75,5.69415,8.13155,-2.80676,0.563248,6641.24,1416.43,-0.696926,3.95453,1111.75,1.32337,-19.5517,-0.0514936,-0.212947,0.917146,0,0,0,0,0,0,200,
8.25,0,2.19469,256414,-7.48508,-25.3325,1.39451,2.57581,79.3,0.478552,2.531,0.0874803,-0.0920082,-2.00959,6971.15,146.131,-2355.9,726.663,2355.9,-4.68639,-25.8459,0.561123,-2.97081,8222.09,0,46.3807,50,0,1064.46,5.70258,8.2276,-3.17729,0.621362,6641.24,1416.43,-0.696926,3.95453,1064.46,1.30663,-19.549,-0.0535034,-0.219398,0.9435,0,0,0,0,0,0,200,
8.3,0,2.1845,254543,-7.60461,-25.334,1.44099,2.58343,79.0771,0.489849,2.5366,-0.217785,-0.038849,-2.59792,7003.66,143.434,-2340.09,723.428,2340.09,-4.79949,-25.8609,0.568264,-2.93772,8210.52,0,46.3816,50,0,1017.35,5.70978,8.31794,-3.26636,0.642116,6641.24,1416.43,-0.696926,3.95453,1017.35,1.28989,-19.5463,-0.0542159,-0.231156,0.992232,0,0,0,0,0,0,200,
8.35,0,2.17439,252690,-7.77644,-25.3291,1.50996,2.63763,78.9487,0.505947,2.58868,0.171504,0.0261264,-3.31371,7036.02,140.685,-2324.34,720.215,2324.34,-4.91358,-25.8754,0.590287,-3.02236,8198.96,0,46.3175,50,0,970.411,5.71118,8.45935,-2.47951,0.518885,6641.24,1416.43,-0.696926,3.95453,970.411,1.27306,-19.5435,-0.0570816,-0.229443,0.952703,0,0,0,0,0,0,200,
8.4,0,2.16436,250853,-7.90723,-25.3331,1.58144,2.64958,78.8603,0.512258,2.59963,0.149942,-0.354373,-1.09136,7068.22,137.882,-2308.66,717.023,2308.66,-5.03535,-25.8886,0.597833,-3.0473,8187.42,0,46.3128,50,0,923.646,5.72345,8.56295,-2.84114,0.589574,6641.24,1416.43,-0.696926,3.95453,923.646,1.2563,-19.5407,-0.0615259,-0.229218,0.923007,0,0,0,0,0,0,200,
8.45,0,2.15439,249035,-7.94352,-25.3526,1.56946,2.57764,78.6478,0.507709,2.52718,-1.33008,-0.366315,-0.783417,7100.28,135.024,-2293.04,713.856,2293.04,-5.15182,-25.9026,0.580041,-2.88824,8175.88,0,46.4247,50,0,877.054,5.74296,8.58239,-3.25944,0.657637,6641.24,1416.43,-0.696926,3.95453,877.054,1.2397,-19.538,-0.0581056,-0.243801,0.999379,0,0,0,0,0,0,200,
8.5,0,2.14451,247236,-8.03354,-25.3626,1.53002,2.5591,78.4205,0.514011,2.50698,-1.44316,-0.109883,-2.634,7132.18,132.117,-2277.47,710.714,2277.47,-5.26163,-25.9173,0.585114,-2.84243,8164.35,0,46.4621,50,0,830.632,5.74687,8.65413,-3.00405,0.612808,6641.24,1416.43,-0.696926,3.95453,830.632,1.22293,-19.5352,-0.0540795,-0.246491,1.00916,0,0,0,0,0,0,200,
8.55,0,2.1347,245454,-8.20031,-25.3633,1.55547,2.60827,78.3788,0.52576,2.55476,-0.36078,-0.15789,-2.90748,7163.93,129.162,-2261.97,707.593,2261.97,-5.37534,-25.9311,0.603625,-2.93684,8152.83,0,46.4061,50,0,784.38,5.7477,8.79519,-2.59131,0.559021,6641.24,1416.43,-0.696926,3.95453,784.38,1.20586,-19.5323,-0.05757,-0.240344,0.945557,0,0,0,0,0,0,200,
8.6,0,2.12496,243688,-8.3231,-25.3738,1.59636,2.61382,78.3747,0.527064,2.56017,-0.389478,-0.348298,-1.55458,7195.53,126.155,-2246.53,704.493,2246.53,-5.4938,-25.9444,0.598319,-2.92196,8141.32,0,46.4105,50,0,738.296,5.76251,8.89257,-2.96615,0.639376,6641.24,1416.43,-0.696926,3.95453,738.296,1.18868,-19.5294,-0.0610369,-0.24882,0.966399,0,0,0,0,0,0,200,
8.65,0,2.11529,241940,-8.4125,-25.386,1.59623,2.59152,78.2312,0.528919,2.53701,-1.06738,-0.19758,-1.92719,7226.99,123.098,-2231.15,701.416,2231.15,-5.60824,-25.9586,0.594885,-2.85738,8129.82,0,46.4532,50,0,692.381,5.77427,8.9619,-2.88982,0.612802,6641.24,1416.43,-0.696926,3.95453,692.381,1.17135,-19.5265,-0.059122,-0.254657,1.00005,0,0,0,0,0,0,200,
8.7,0,2.1057,240208,-8.53015,-25.392,1.59666,2.59592,78.076,0.536707,2.53987,-0.834423,-0.174428,-2.32497,7258.3,119.992,-2215.83,698.361,2215.83,-5.72219,-25.9724,0.602297,-2.84686,8118.34,0,46.4592,50,0,646.632,5.779,9.05594,-3.13504,0.663405,6641.24,1416.43,-0.696926,3.95453,646.632,1.15366,-19.5236,-0.0590526,-0.257402,1.00795,0,0,0,0,0,0,200,
8.75,0,2.09617,238493,-8.68653,-25.3934,1.63176,2.63517,78.0221,0.547255,2.57775,-0.365375,-0.0365087,-3.28943,7289.46,116.838,-2200.57,695.327,2200.57,-5.83581,-25.9862,0.6112,-2.8808,8106.86,0,46.418,50,0,601.048,5.78283,9.18361,-3.03762,0.657407,6641.24,1416.43,-0.696926,3.95453,601.048,1.13547,-19.5205,-0.0614294,-0.263217,1.01734,0,0,0,0,0,0,200,
8.8,0,2.08671,236793,-8.87233,-25.3896,1.71013,2.69851,78.027,0.560205,2.63977,0.298978,-0.0221608,-3.29016,7320.48,113.636,-2185.36,692.314,2185.36,-5.95375,-25.9993,0.624352,-2.95144,8095.39,0,46.3446,50,0,555.63,5.78733,9.33531,-2.91777,0.639733,6641.24,1416.43,-0.696926,3.95453,555.63,1.11675,-19.5174,-0.0664804,-0.267853,1.02163,0,0,0,0,0,0,200,
8.85,0,2.07731,235108,-9.04325,-25.3866,1.8042,2.74588,78.0059,0.57104,2.68589,0.43645,-0.0651638,-2.80516,7351.35,110.384,-2170.22,689.32,2170.22,-6.07517,-26.0119,0.634935,-2.99645,8083.94,0,46.2933,50,0,510.375,5.79597,9.47219,-2.85893,0.624378,6641.24,1416.43,-0.696926,3.95453,510.375,1.0976,-19.5142,-0.071415,-0.271479,1.0311,0,0,0,0,0,0,200,
8.9,0,2.06798,233439,-9.18191,-25.3882,1.87794,2.7625,77.9292,0.578121,2.70137,0.0477013,-0.149215,-2.29183,7382.08,107.08,-2155.13,686.346,2155.13,-6.19807,-26.0241,0.638532,-2.98829,8072.49,0,46.284,50,0,465.284,5.80748,9.57962,-3.12309,0.671269,6641.24,1416.43,-0.696926,3.95453,465.284,1.07803,-19.5109,-0.07399,-0.278019,1.06051,0,0,0,0,0,0,200,
